# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4]
174250 452.446 372.815 375.926 1201.19
174500 452.133 373.352 378.705 1204.19
174750 452.467 373.936 379.487 1205.89
175000 452.866 375.374 380.823 1209.06
175250 454.891 376.141 382.569 1213.6
175500 457.5 377.875 382.671 1218.05
175750 456.982 377.123 385.027 1219.13
176000 458.963 376.509 385.935 1221.41
176250 460.95 375.586 385.788 1222.32
176500 461.31 375.581 386.933 1223.82
176750 461.731 374.687 387.764 1224.18
177000 463.882 375.31 388.752 1227.94
177250 464.083 375.884 387.576 1227.54
177500 465.083 375.601 386.612 1227.3
177750 465.72 376.177 385.64 1227.54
178000 466.859 376.324 386.704 1229.89
178250 467.765 378.103 385.904 1231.77
178500 470.472 377.159 385.52 1233.15
178750 470.91 378.325 387.801 1237.04
179000 472.651 380.218 388.341 1241.21
179250 475.097 381.912 389.341 1246.35
179500 472.533 382.357 389.111 1244
179750 475.11 382.406 388.871 1246.39
180000 475.466 383.584 390.926 1249.98
180250 476.597 385.079 393.36 1255.04
180500 476.819 385.003 393.567 1255.39
180750 478.979 385.669 393.683 1258.33
181000 479.81 386.528 394.287 1260.62
181250 480.424 385.304 395.056 1260.78
181500 479.753 385.753 396.057 1261.56
181750 480.321 386.803 396.5 1263.62
182000 478.887 387.797 395.675 1262.36
182250 479.945 387.733 396.494 1264.17
182500 479.73 387.028 396.602 1263.36
182750 480.888 387.188 396.154 1264.23
183000 481.98 388.808 396.409 1267.2
183250 482.818 389.481 396.634 1268.93
183500 482.265 390.043 396.636 1268.94
183750 484.726 392.207 396.417 1273.35
184000 487.244 390.269 397.397 1274.91
184250 488.446 390.734 397.26 1276.44
184500 488.778 391.57 399.31 1279.66
184750 489.5 390.607 401.104 1281.21
185000 490.884 390.847 403.381 1285.11
185250 491.38 392.601 402.774 1286.76
185500 492.901 395.1 403.391 1291.39
185750 492.669 394.486 402.276 1289.43
186000 492.499 396.462 403.337 1292.3
186250 493.32 396.238 403.233 1292.79
186500 492.509 395.377 402.665 1290.55
186750 492.858 396.115 401.311 1290.28
187000 494.017 397.394 401.557 1292.97
187250 494.869 398.154 400.649 1293.67
187500 495.123 399.588 401.444 1296.16
187750 496.219 399.886 403.779 1299.88
188000 497.023 400.135 405.13 1302.29
188250 499.094 402.042 407.049 1308.18
188500 499.297 403.363 407.078 1309.74
188750 499.482 404.192 407.039 1310.71
189000 496.944 404.084 408.668 1309.7
189250 496.064 403.992 409.257 1309.31
189500 495.662 403.81 410.456 1309.93
189750 497.541 404.51 410.602 1312.65
190000 496.716 405.825 412.246 1314.79
190250 495.584 407.299 413.942 1316.82
190500 496.06 407.316 415.083 1318.46
190750 496.542 407.994 415.231 1319.77
191000 497.286 408.955 418.219 1324.46
191250 498.243 406.595 417.21 1322.05
191500 499.311 407.839 417.873 1325.02
191750 500.615 409.083 418.681 1328.38
192000 499.876 409.588 418.383 1327.85
192250 499.719 410.316 419.577 1329.61
192500 500.887 409.955 418.319 1329.16
192750 500.55 408.41 419.707 1328.67
193000 498.528 409.428 419.7 1327.66
193250 498.607 410.805 419.844 1329.26
193500 499.176 411.947 420.97 1332.09
193750 500.16 414.44 420.834 1335.43
194000 499.461 414.042 422.8 1336.3
194250 501.297 414.587 422.576 1338.46
194500 502.146 413.011 422.233 1337.39
194750 501.521 413.969 423.494 1338.98
195000 503.029 414.423 423.164 1340.62
195250 504.401 414.528 423.582 1342.51
195500 504.338 412.629 424.46 1341.43
195750 505.712 412.371 424.243 1342.33
196000 506.087 412.147 425.269 1343.5
196250 507.757 411.012 425.232 1344
196500 508.678 411.709 425.631 1346.02
196750 508.621 411.526 426.737 1346.88
197000 509.23 411.872 427.835 1348.94
197250 508.553 411.892 429.264 1349.71
197500 509.154 412.929 429.697 1351.78
197750 508.765 413.432 430.177 1352.37
198000 509.886 414.706 431.278 1355.87
198250 509.752 414.068 431.036 1354.86
198500 509.31 413.73 430.301 1353.34
198750 510.288 415.963 429.844 1356.09
199000 511.26 415.127 430.255 1356.64
199250 513.982 415.343 430.946 1360.27
199500 512.946 416.593 432.26 1361.8
199750 513.784 415.883 432.928 1362.59
200000 513.827 418.226 431.551 1363.6
200250 512.872 418.572 431.965 1363.41
200500 514.253 420.541 433.323 1368.12
200750 516.67 422.823 431.338 1370.83
201000 516.5 424.466 432.641 1373.61
201250 517.888 424.679 432.984 1375.55
201500 518.08 424.548 433.523 1376.15
201750 520.122 424.845 432.383 1377.35
202000 521.685 424.831 431.648 1378.16
202250 522.82 424.554 432.447 1379.82
202500 523.72 422.991 433.98 1380.69
202750 524.657 421.046 434.037 1379.74
203000 523.642 420.844 435.288 1379.77
203250 525.838 421.115 435.61 1382.56
203500 528.077 421.809 436.773 1386.66
203750 527.208 421.059 437.423 1385.69
204000 526.808 422.604 436.902 1386.31
204250 528.175 422.363 436.905 1387.44
204500 527.625 421.355 436.015 1385
204750 526.141 421.835 438.219 1386.2
205000 526.626 422.519 439.829 1388.97
205250 526.565 422.634 438.374 1387.57
205500 527.782 424.228 439.345 1391.35
205750 527.311 427.006 440.06 1394.38
206000 530.091 426.241 440.122 1396.46
206250 529.258 426.303 440.17 1395.73
206500 530.301 427.822 441.248 1399.37
206750 530.585 428.613 440.453 1399.65
207000 531.205 429.603 442.128 1402.94
207250 532.627 431.058 443.639 1407.32
207500 532.615 431.182 444.131 1407.93
207750 532.963 430.147 442.508 1405.62
208000 534.844 430.4 442.879 1408.12
208250 533.666 429.911 443.288 1406.86
208500 533.524 430.899 444.852 1409.27
208750 535.547 431.392 445.504 1412.44
209000 535.649 432.701 446.232 1414.58
209250 535.374 433.937 445.695 1415.01
209500 537.252 434.974 448.262 1420.49
209750 537.248 435.603 448.821 1421.67
210000 537.928 437.171 448.123 1423.22
210250 538.132 437.039 449.157 1424.33
210500 537.362 436.734 449.711 1423.81
210750 538.465 435.715 447.896 1422.08
211000 539.617 435.746 448.149 1423.51
211250 541.086 435.603 447.78 1424.47
211500 543.115 435.804 447.453 1426.37
211750 544.726 435.124 447.445 1427.3
212000 543.633 436.099 447.755 1427.49
212250 544.619 435.337 447.338 1427.29
212500 547.816 434.537 446.121 1428.47
212750 548.053 435.161 447.544 1430.76
213000 549.394 435.55 447.558 1432.5
213250 549.382 435.619 447.655 1432.66
213500 551.272 437.158 448.776 1437.2
213750 552.267 439.497 446.774 1438.54
214000 551.376 439.313 446.314 1437
214250 551.879 440.81 447.468 1440.16
214500 552.511 441.193 445.7 1439.4
214750 553.791 440.878 446.473 1441.14
215000 554.361 441.602 445.917 1441.88
215250 553.438 440.083 445.239 1438.76
215500 554.266 440.263 445.672 1440.2
215750 556.308 440.352 445.752 1442.41
216000 556.892 441.519 446.453 1444.86
216250 558.022 441.042 446.702 1445.77
216500 558.723 440.266 447.713 1446.7
216750 560.735 442.144 448.626 1451.51
217000 562.063 443.112 451.653 1456.83
217250 562.328 443.676 453.203 1459.21
217500 563.223 443.948 454.596 1461.77
217750 564.77 444.203 454.429 1463.4
218000 566.723 444.726 457.449 1468.9
218250 565.349 446.168 458.738 1470.26
218500 566.1 446 459.91 1472.01
218750 566.849 446.235 461 1474.08
219000 568.543 447.703 463.236 1479.48
219250 570.521 449.109 462.649 1482.28
219500 571.011 447.961 462.688 1481.66
219750 571.536 448.416 461.836 1481.79
220000 570.367 447.474 462.907 1480.75
220250 571.023 447.72 462.472 1481.21
220500 571.475 448.907 462.473 1482.85
220750 573.8 450.963 464.696 1489.46
221000 576.036 450.015 465.692 1491.74
221250 575.142 449.439 465.062 1489.64
221500 576.832 450.729 464.633 1492.19
221750 577.897 454.119 464.539 1496.55
222000 578.292 455.848 465.086 1499.23
222250 579.843 456.163 467.855 1503.86
222500 579.598 455.601 467.099 1502.3
222750 582.184 456.913 467.341 1506.44
223000 583.487 456.166 467.003 1506.66
223250 584.244 457.2 465.964 1507.41
223500 583.834 455.181 466.629 1505.64
223750 583.943 455.469 469.842 1509.25
224000 583.422 456.383 469.261 1509.07
224250 583.112 456.366 472.485 1511.96
224500 582.659 457.44 474.132 1514.23
224750 583.506 457.425 472.44 1513.37
225000 585.516 457.68 473.277 1516.47
225250 588.916 457.719 473.141 1519.78
225500 591.49 460.839 472.68 1525.01
225750 592.077 462.052 474.459 1528.59
226000 591.789 463.946 473.928 1529.66
226250 590.89 464.249 474.106 1529.25
226500 592.129 466.005 475.51 1533.64
226750 592.41 466.425 474.455 1533.29
227000 593.61 465.744 474.378 1533.73
227250 595.151 466.181 476.456 1537.79
227500 598.738 466.744 475.775 1541.26
227750 600.673 466.405 476.403 1543.48
228000 598.229 465.531 476.165 1539.93
228250 598.599 464.165 478.382 1541.14
228500 595.951 464.344 480.22 1540.52
228750 596.71 465.752 481.842 1544.3
229000 598.116 466.632 485.694 1550.44
229250 599.671 467.089 485.512 1552.27
229500 599.027 467.305 485.515 1551.85
229750 601.67 468.996 484.676 1555.34
230000 602.934 470.259 486.464 1559.66
230250 602.348 469.286 487.258 1558.89
230500 602.285 469.893 487.957 1560.14
230750 606.137 470.569 488.671 1565.38
231000 607.362 471.769 488.093 1567.23
231250 605.895 473.126 489.072 1568.09
231500 606.444 471.872 492.624 1570.94
231750 606.618 472.33 494.515 1573.46
232000 605.821 474.008 495.942 1575.77
232250 607.214 475.313 496.231 1578.76
232500 609.529 476.563 497.008 1583.1
232750 609.443 478.512 495.663 1583.62
233000 611.555 481.132 497.204 1589.89
233250 610.556 481.029 498.225 1589.81
233500 612.312 482.517 498.74 1593.57
233750 611.655 483.19 500.401 1595.25
234000 611.68 483.658 499.252 1594.59
234250 612.639 486.335 499.664 1598.64
234500 613.025 487.802 498.951 1599.78
234750 610.619 489.137 500.461 1600.22
235000 611.643 488.906 500.08 1600.63
235250 611.55 489.214 501.891 1602.66
235500 612.16 491.62 502.04 1605.82
235750 612.099 493.632 503.581 1609.31
236000 612.62 495.688 501.566 1609.87
236250 612.657 495.564 504.974 1613.2
236500 613.274 497.797 504.677 1615.75
236750 614.672 499.367 505.081 1619.12
237000 616.369 496.626 505.271 1618.27
237250 617.634 498.332 505.973 1621.94
237500 616.534 499.847 507.002 1623.38
237750 614.972 501.108 507.797 1623.88
238000 616.451 501.5 508.023 1625.97
238250 616.92 500.789 508.446 1626.16
238500 615.264 501.011 510.389 1626.66
238750 617.324 501.622 510.209 1629.16
239000 618.479 502.015 508.861 1629.36
239250 620.2 503.482 509.301 1632.98
239500 620.528 503.659 509.781 1633.97
239750 622.298 503.372 511.132 1636.8
240000 621.966 503.243 510.435 1635.64
240250 624.133 504.737 509.75 1638.62
240500 624.035 504.685 510.445 1639.16
240750 625.714 502.952 510.401 1639.07
241000 626.31 503.552 510.901 1640.76
241250 627.022 505.37 514.034 1646.43
241500 629.405 508.482 516.045 1653.93
241750 630.856 509.071 515.676 1655.6
242000 633.29 508.908 515.499 1657.7
242250 633.43 508.45 515.129 1657.01
242500 632.665 509.19 514.752 1656.61
242750 632.149 509.242 514.829 1656.22
243000 633.397 511.227 513.728 1658.35
243250 635.474 510.741 515.783 1662
243500 635.686 511.218 516.626 1663.53
243750 637.759 512.932 516.234 1666.93
244000 638.525 514.531 516.374 1669.43
244250 638.947 514.335 519.542 1672.82
244500 638.323 513.344 520.054 1671.72
244750 640.46 515.213 522.119 1677.79
245000 639.313 515.999 522.102 1677.41
245250 640.658 516.203 522.35 1679.21
245500 640.83 518.332 523.243 1682.41
245750 640.074 518.837 523.642 1682.55
246000 641.185 518.81 524.38 1684.38
246250 640.438 518.496 524.229 1683.16
246500 640.402 520.583 524.015 1685
246750 643.588 522.399 521.547 1687.53
247000 647.386 524.219 523.966 1695.57
247250 646.15 525.824 524.87 1696.84
247500 648.441 525.833 526.653 1700.93
247750 651.478 523.896 526.863 1702.24
248000 652.98 524.236 526.555 1703.77
248250 654.112 524.558 527.119 1705.79
248500 654.708 524.851 529.001 1708.56
248750 657.357 525.639 531.744 1714.74
249000 660.292 526.719 532.318 1719.33
249250 662.14 527.638 535.077 1724.86
249500 662.048 529.313 534.765 1726.13
249750 659.628 530.869 536.725 1727.22
250000 659.687 531.18 537.145 1728.01
250250 661.473 531.294 538.029 1730.8
250500 662.582 530.637 538.272 1731.49
250750 659.688 532.053 539.07 1730.81
251000 660.349 531.448 539.438 1731.24
251250 661.191 534.335 540.435 1735.96
251500 660.956 535 539.094 1735.05
251750 659.323 534.529 539.16 1733.01
252000 659.707 534.054 536.931 1730.69
252250 658.411 534.407 537.295 1730.11
252500 661.375 534.113 536.521 1732.01
252750 662.568 534.999 536.857 1734.42
253000 661.674 534.58 535.165 1731.42
253250 661.153 535.586 535.305 1732.04
253500 661.126 537.771 534.801 1733.7
253750 661.33 539.196 534.628 1735.15
254000 661.496 539.213 535.927 1736.64
254250 661.011 540.04 537.471 1738.52
254500 661.485 541.379 537.917 1740.78
254750 662.014 542.896 542.149 1747.06
255000 662.046 544.381 540.987 1747.41
255250 664.884 544.061 542.737 1751.68
255500 664.73 547.635 542.925 1755.29
255750 664.754 550.295 544.943 1759.99
256000 663.922 549.843 546.738 1760.5
256250 664.441 548.891 546.784 1760.12
256500 665.452 548.175 547.168 1760.8
256750 666.205 550.216 549.182 1765.6
257000 666.987 550.22 551.248 1768.46
257250 666.618 552.906 551.2 1770.72
257500 666.995 554.173 550.762 1771.93
257750 666.826 554.742 551.225 1772.79
258000 667.382 555.236 550.764 1773.38
258250 668.774 555.939 550.858 1775.57
258500 667.864 555.433 551.754 1775.05
258750 668.871 556.177 552.861 1777.91
259000 669.043 556.753 553.973 1779.77
259250 669.729 557.718 554.114 1781.56
259500 669.143 559.874 556.043 1785.06
259750 671.029 558.892 555.975 1785.9
260000 672.307 559.793 557.939 1790.04
260250 671.926 560.263 558.071 1790.26
260500 671.79 561.39 560.247 1793.43
260750 673.517 559.368 560.883 1793.77
261000 675.522 559.564 562.063 1797.15
261250 678.348 560.072 563.475 1801.9
261500 678.718 561.74 562.519 1802.98
261750 679.088 562.204 564.471 1805.76
262000 681.047 562.853 563.922 1807.82
262250 683.78 563.827 564.983 1812.59
262500 683.28 564.808 564.542 1812.63
262750 684.788 567.564 565.572 1817.92
263000 683.932 569.468 565.501 1818.9
263250 684.887 570.95 565.499 1821.34
263500 684.798 571.012 565 1820.81
263750 685.358 570.781 566.277 1822.42
264000 683.749 571.8 567.809 1823.36
264250 682.598 570.643 569.253 1822.49
264500 682.547 572.743 569.929 1825.22
264750 682.618 572.123 569.466 1824.21
265000 683.308 574.677 568.955 1826.94
265250 685.011 577.383 569.149 1831.54
265500 683.641 576.97 569.823 1830.43
265750 684.873 578.047 572.833 1835.75
266000 685.214 579.483 574.018 1838.72
266250 686.323 581.72 574.516 1842.56
266500 686.883 582.421 575.216 1844.52
266750 688.645 582.671 578.158 1849.47
267000 690.006 584.421 576.961 1851.39
267250 689.759 583.119 578.538 1851.42
267500 690.623 582.935 576.518 1850.08
267750 690.937 583.605 576.896 1851.44
268000 695.008 586.182 580.088 1861.28
268250 696.83 586.29 580.456 1863.58
268500 700.496 586.408 581.51 1868.41
268750 701.672 586.273 581.771 1869.72
269000 700.272 586.761 580.419 1867.45
269250 701.737 588.07 583.217 1873.02
269500 699.023 588.466 581.66 1869.15
269750 701.027 588.872 583.104 1873
270000 699.444 588.598 584.232 1872.27
270250 700.933 588.356 583.323 1872.61
270500 700.923 587.896 582.901 1871.72
270750 700.554 588.649 581.241 1870.44
271000 701.631 588.194 581.432 1871.26
271250 704.039 587.786 582.21 1874.04
271500 703.639 588.056 580.834 1872.53
271750 703.465 587.294 582.573 1873.33
272000 703.465 586.965 584.487 1874.92
272250 705.309 587.978 584.092 1877.38
272500 704.514 588.285 583.062 1875.86
272750 706.433 590.063 583.351 1879.85
273000 706.847 591.107 584.304 1882.26
273250 708.956 592.081 585.123 1886.16
273500 711.11 593.389 585.297 1889.8
273750 712.113 595.836 586.865 1894.81
274000 712.873 595.105 587.913 1895.89
274250 712.892 593.769 587.748 1894.41
274500 713.976 595.923 587.726 1897.63
274750 716.555 595.219 588.129 1899.9
275000 717.23 597.198 587.902 1902.33
275250 717.29 596.307 589.918 1903.52
275500 718.727 595.302 589.074 1903.1
275750 719.647 594.958 589.695 1904.3
276000 720.403 595.4 590.063 1905.87
276250 720.104 597.294 589.471 1906.87
276500 719.97 598.536 588.394 1906.9
276750 721.923 600.551 589.375 1911.85
277000 722.4 600.695 590.041 1913.14
277250 722.379 600.957 590.908 1914.24
277500 720.794 602.443 591.68 1914.92
277750 719.639 605.536 593.146 1918.32
278000 719.765 605.881 595.093 1920.74
278250 717.048 607.327 595.009 1919.38
278500 714.326 608.593 597.984 1920.9
278750 716.561 608.559 600.538 1925.66
279000 716.16 606.513 598.01 1920.68
279250 715.726 607.525 597.995 1921.25
279500 717.614 606.836 598.328 1922.78
279750 718.036 605.309 600.471 1923.82
280000 720.281 605.391 601.77 1927.44
280250 721.635 606.949 602.08 1930.66
280500 721.769 604.441 602.73 1928.94
280750 721.161 605.011 603.614 1929.79
281000 719.957 605.971 605.342 1931.27
281250 722.306 607.495 607.435 1937.24
281500 722.892 607.036 608.643 1938.57
281750 723.546 609.36 607.131 1940.04
282000 725.317 611.149 606.828 1943.29
282250 725.444 612.868 606.753 1945.06
282500 727.058 615.79 608.823 1951.67
282750 726.634 615.349 608.834 1950.82
283000 727.159 616.262 609.004 1952.43
283250 727.456 616.757 610.284 1954.5
283500 728.674 619.06 610.313 1958.05
283750 730.863 621.388 609.084 1961.34
284000 731.692 621.396 609.529 1962.62
284250 734.068 620.266 610.168 1964.5
284500 735.25 620.223 611.574 1967.05
284750 735.489 620.325 612.051 1967.86
285000 735.747 620.624 613.645 1970.02
285250 737.816 618.97 614.322 1971.11
285500 737.453 620.908 614.812 1973.17
285750 737.802 620.832 615.282 1973.92
286000 738.672 618.666 616.194 1973.53
286250 738.356 619.487 615.957 1973.8
286500 738.583 618.122 615.712 1972.42
286750 739.947 618.934 614.295 1973.18
287000 740.827 619.336 615.631 1975.79
287250 739.988 620.193 615.206 1975.39
287500 741.941 620.737 614.732 1977.41
287750 744.847 620.121 616.374 1981.34
288000 744.165 619.588 616.062 1979.82
288250 743.355 622.051 616.352 1981.76
288500 743.345 622.197 614.149 1979.69
288750 744.282 623.926 615.41 1983.62
289000 746.517 626.142 614.927 1987.59
289250 745.369 626.313 615.855 1987.54
289500 746.091 626.562 617.256 1989.91
289750 746.941 627.394 619.64 1993.98
290000 747.791 627.536 620.686 1996.01
290250 747.467 629.111 623.115 1999.69
290500 747.967 628.153 624.698 2000.82
290750 746.777 628.679 625.67 2001.13
291000 750.151 627.71 626.553 2004.41
291250 749.337 629.076 626.761 2005.17
291500 749.914 629.054 627.479 2006.45
291750 750.29 629.03 628.093 2007.41
292000 748.706 628.754 626.73 2004.19
292250 747.089 627.617 626.955 2001.66
292500 747.998 629.528 628.379 2005.9
292750 746.703 628.395 628.004 2003.1
293000 745.806 629.31 631.024 2006.14
293250 745.81 631.102 631.646 2008.56
293500 746.638 630.088 632.195 2008.92
293750 746.072 629.07 632.738 2007.88
294000 746.84 629.585 634.276 2010.7
294250 745.487 632.819 635.236 2013.54
294500 746.669 634.599 637.614 2018.88
294750 747.284 636.213 638.076 2021.57
295000 748.688 635.556 638.283 2022.53
295250 750.626 636.624 639.872 2027.12
295500 752.264 636.823 641.231 2030.32
295750 751.848 637.681 641.617 2031.15
296000 753.096 640.282 643.692 2037.07
296250 757.134 641.181 643.744 2042.06
296500 759.754 642.64 644.022 2046.42
296750 760.104 643.903 644.403 2048.41
297000 763.859 645.377 643.378 2052.61
297250 764.607 645.333 645.334 2055.27
297500 762.121 645.679 644.431 2052.23
297750 762.184 646.158 643.249 2051.59
298000 764.366 646.857 644.107 2055.33
298250 765.874 647.443 643.308 2056.63
298500 765.243 648.431 645.368 2059.04
298750 765.614 649.358 647.046 2062.02
299000 764.754 649.38 647.807 2061.94
299250 765.71 650.442 648.999 2065.15
299500 765.402 650.522 647.751 2063.68
299750 766.238 649.899 649.906 2066.04
300000 768.008 648.536 648.872 2065.42
300250 768.397 649.26 649.804 2067.46
300500 766.37 649.035 650.978 2066.38
300750 767.274 650.154 650.477 2067.9
301000 765.372 649.337 651.474 2066.18
301250 767.166 649.328 652.252 2068.75
301500 767.621 649.723 652.586 2069.93
301750 767.809 651.539 652.218 2071.57
302000 767.978 650.838 650.99 2069.8
302250 767.828 653.208 652.769 2073.8
302500 769.43 653.159 651.705 2074.29
302750 769.273 655.141 653.018 2077.43
303000 769.232 655.112 655.691 2080.03
303250 769.006 655.78 657.529 2082.32
303500 769.729 657.682 658.499 2085.91
303750 771.461 659.752 659.575 2090.79
304000 769.522 660.506 660.648 2090.68
304250 773.236 661.694 658.551 2093.48
304500 772.898 661.167 660.646 2094.71
304750 774.139 664.187 662.356 2100.68
305000 774.79 664.206 662.897 2101.89
305250 777.058 665.327 663.645 2106.03
305500 778.583 665.807 663.652 2108.04
305750 778.952 665.137 664.336 2108.42
306000 779.248 664.703 666.613 2110.57
306250 780.395 665.026 667.907 2113.33
306500 781.216 664.804 667.241 2113.26
306750 781.713 664.617 668.265 2114.59
307000 783.686 665.573 669.412 2118.67
307250 783.467 666.195 670.023 2119.68
307500 784.228 668.857 670.398 2123.48
307750 783.316 671.395 670.781 2125.49
308000 783.726 673.302 670.578 2127.61
308250 783.171 672.546 671.231 2126.95
308500 785.026 674.848 670.788 2130.66
308750 785.392 675.847 673.448 2134.69
309000 786.919 675.905 677.38 2140.2
309250 786.727 676.866 678.891 2142.49
309500 786.01 678.553 679.593 2144.16
309750 786.954 679.579 679.984 2146.52
310000 785.915 680.006 678.811 2144.73
310250 786.478 680.962 677.724 2145.16
310500 786.722 680.887 680.786 2148.39
310750 784.368 683.674 679.794 2147.84
311000 787.118 682.322 680.822 2150.26
311250 788.531 683.44 682.039 2154.01
311500 789.56 683.683 681.383 2154.63
311750 789.048 683.962 684.646 2157.66
312000 790.786 686.278 683.902 2160.97
312250 792.507 689.333 685.417 2167.26
312500 791.209 691.222 684.597 2167.03
312750 791.458 691.233 683.931 2166.62
313000 791.359 691.437 683.12 2165.92
313250 793.43 690.972 682.693 2167.1
313500 796.025 692.54 684.138 2172.7
313750 798.308 691.099 684.512 2173.92
314000 799.008 693.159 684.822 2176.99
314250 798.879 692.557 685.734 2177.17
314500 798.362 693.951 685.816 2178.13
314750 799.259 695.744 689.246 2184.25
315000 800.899 694.736 687.984 2183.62
315250 802.216 692.703 689.367 2184.29
315500 804.078 691.782 689.134 2184.99
315750 802.665 693.841 689.642 2186.15
316000 800.294 695.639 690.698 2186.63
316250 800.459 696.383 691.736 2188.58
316500 801.717 694.584 695.377 2191.68
316750 801.738 696.859 694.656 2193.25
317000 802.631 696.757 696.1 2195.49
317250 801.732 695.711 693.702 2191.15
317500 800.449 694.965 694.969 2190.38
317750 800.863 698.18 694.613 2193.66
318000 800.924 698.507 696.314 2195.75
318250 802.081 696.418 697.223 2195.72
318500 805.174 695.824 699.498 2200.5
318750 804.56 696.372 702.492 2203.42
319000 805.149 698.781 702.288 2206.22
319250 802.21 698.974 703.17 2204.35
319500 803.658 698.41 703.809 2205.88
319750 806.659 696.045 702.841 2205.54
320000 807.202 696.01 705.796 2209.01
320250 806.516 695.371 706.907 2208.79
320500 807.097 695.264 708.443 2210.8
320750 806.091 694.572 709.706 2210.37
321000 806.962 693.738 711.521 2212.22
321250 807.529 695.179 710.094 2212.8
321500 807.303 696.305 711.011 2214.62
321750 810.6 695.887 709.641 2216.13
322000 811.484 696.858 709.134 2217.48
322250 813.886 697.256 710.595 2221.74
322500 813.415 699.86 712.602 2225.88
322750 815.416 698.705 713.989 2228.11
323000 815.175 700.069 715.035 2230.28
323250 816.038 700.333 713.928 2230.3
323500 816.321 700.664 713.691 2230.68
323750 816.001 700.925 712.253 2229.18
324000 816.183 702.939 711.379 2230.5
324250 816.999 704.494 712.249 2233.74
324500 818.978 704.133 712.653 2235.76
324750 819.412 703.649 714.737 2237.8
325000 818.612 704.214 713.012 2235.84
325250 818.525 704.885 713.702 2237.11
325500 819.426 706.218 714.448 2240.09
325750 819.235 706.79 715.377 2241.4
326000 817.231 706.175 715.176 2238.58
326250 817.283 706.692 716.571 2240.55
326500 818.648 708.802 716.387 2243.84
326750 819.694 709.949 716.634 2246.28
327000 818.023 711.021 717.139 2246.18
327250 817.783 711.591 715.887 2245.26
327500 818.7 711.516 715.559 2245.78
327750 817.202 711.896 716.064 2245.16
328000 815.397 714.496 716.466 2246.36
328250 815.796 715.1 717.708 2248.6
328500 817.768 715.417 717.678 2250.86
328750 820.175 716.344 717.206 2253.72
329000 821.669 715.192 717.498 2254.36
329250 822.844 713.737 715.843 2252.42
329500 823.048 715.793 718.762 2257.6
329750 823.936 717.298 718.779 2260.01
330000 824.742 718.192 718.917 2261.85
330250 825.067 716.3 719.234 2260.6
330500 824.892 715.93 719.004 2259.83
330750 824.891 714.314 720.383 2259.59
331000 826.41 714.912 719.414 2260.74
331250 826.938 714.659 721.388 2262.98
331500 828.355 716.383 724.731 2269.47
331750 829.289 716.64 729.999 2275.93
332000 828.403 715.11 728.276 2271.79
332250 829.704 717.193 728.339 2275.24
332500 830.07 716.677 729.8 2276.55
332750 831.696 714.826 729.783 2276.3
333000 832.425 714.685 729.743 2276.85
333250 832.92 716.104 730.229 2279.25
333500 833.78 718.002 733.372 2285.15
333750 833.537 717.035 734.152 2284.72
334000 834.554 717.288 734.108 2285.95
334250 835.312 718.195 733.413 2286.92
334500 836.658 717.648 733.589 2287.9
334750 837.792 717.915 731.802 2287.51
335000 837.554 718.383 730.879 2286.82
335250 838.416 718.469 730.086 2286.97
335500 841.156 719.425 730.729 2291.31
335750 839.774 720.912 732.369 2293.06
336000 840.644 722.823 734.449 2297.92
336250 841.821 726.198 732.291 2300.31
336500 842.541 729.172 732.031 2303.74
336750 841.905 729.103 733.937 2304.94
337000 840.529 729.41 734.012 2303.95
337250 841.149 729.404 735.741 2306.3
337500 840.836 728.841 735.201 2304.88
337750 841.375 729.431 734.965 2305.77
338000 842.159 730.625 739.138 2311.92
338250 844.488 732.714 740.165 2317.37
338500 841.774 732.937 740.144 2314.86
338750 841.913 734.407 740.072 2316.39
339000 841.352 733.924 742.407 2317.68
339250 842.943 734.964 744.113 2322.02
339500 843.76 735.765 745.297 2324.82
339750 845.828 736.181 746.76 2328.77
340000 845.29 736.706 746.722 2328.72
340250 846.028 735.542 748.844 2330.41
340500 845.617 736.233 749.563 2331.41
340750 847.079 737.44 751.644 2336.16
341000 846.379 736.583 752.102 2335.06
341250 846.862 736.192 753.396 2336.45
341500 846.473 736.869 751.993 2335.33
341750 848.174 738.868 751.556 2338.6
342000 848.429 739.829 751.67 2339.93
342250 848.997 739.919 753.006 2341.92
342500 852.467 740.953 751.825 2345.25
342750 855.089 741.087 754.431 2350.61
343000 858.645 740.689 754.834 2354.17
343250 858.057 742.38 755.843 2356.28
343500 858.489 742.302 756.784 2357.57
343750 857.124 744.59 755.164 2356.88
344000 857.896 745.691 756.968 2360.55
344250 856.66 745.557 758.29 2360.51
344500 856.279 745.964 759.166 2361.41
344750 854.41 745.529 759.137 2359.08
345000 852.741 746.178 762.845 2361.76
345250 850.86 746.754 764.017 2361.63
345500 850.427 744.897 765.156 2360.48
345750 847.406 745.413 765.608 2358.43
346000 845.769 744.608 766.802 2357.18
346250 846.328 746.112 766.751 2359.19
346500 846.241 745.83 765.1 2357.17
346750 847.942 748.937 765.342 2362.22
347000 847.866 747.235 767.977 2363.08
347250 845.83 748.148 768.468 2362.45
347500 845.366 747.428 770.072 2362.87
347750 846.09 748.416 769.746 2364.25
348000 847.145 747.539 769.64 2364.32
348250 847.776 748.651 768.761 2365.19
348500 849.983 749.703 769.242 2368.93
